,case_id,activity,agent,start,end
2210,99,AML check,2,2023-04-28 10:18:04.271607231+00:00,2023-04-28 10:31:50.511289909+00:00
2211,99,Check credit history,0,2023-04-28 10:31:50.511289909+00:00,2023-04-28 10:48:00.891462704+00:00
2212,99,Assess loan risk,11,2023-04-28 10:48:00.891462704+00:00,2023-04-28 11:08:00.891462704+00:00
2213,99,Reject application,0,2023-04-28 11:08:00.891462704+00:00,2023-04-28 11:18:00.891462704+00:00
2214,99,zzz_end,0,2023-04-28 11:18:00.891462704+00:00,2023-04-28 11:18:00.891462704+00:00
2215,100,Check application form completeness,0,2023-04-28 10:00:00+00:00,2023-04-28 10:29:58.555098830+00:00
2216,100,Appraise property,3,2023-04-28 10:29:58.555098830+00:00,2023-04-28 10:51:22.901302269+00:00
2217,100,AML check,2,2023-04-28 10:51:22.901302269+00:00,2023-04-28 11:23:29.552882507+00:00
2218,100,Check credit history,0,2023-04-28 11:23:29.552882507+00:00,2023-04-28 11:55:41.607299366+00:00
2219,100,Assess loan risk,11,2023-04-28 11:55:41.607299366+00:00,2023-04-28 12:15:41.607299366+00:00
2220,100,Assess loan risk,11,2023-04-28 12:15:41.607299366+00:00,2023-04-28 12:35:41.607299366+00:00
2221,100,Return application back to applicant,0,2023-04-28 12:35:41.607299366+00:00,2023-04-28 12:40:41.607299366+00:00
2222,100,Applicant completes form,18,2023-04-28 12:40:41.607299366+00:00,2023-04-28 13:40:41.607299366+00:00
2223,100,Check application form completeness,0,2023-04-28 13:40:41.607299366+00:00,2023-04-28 13:52:05.155754267+00:00
2224,100,Appraise property,3,2023-04-28 13:52:05.155754267+00:00,2023-04-28 14:05:21.890384930+00:00
2225,100,AML check,2,2023-04-28 14:05:21.890384930+00:00,2023-04-28 14:15:19.132593056+00:00
2226,100,Check credit history,0,2023-04-28 14:15:19.132593056+00:00,2023-04-28 14:34:02.753541947+00:00
2227,100,Assess loan risk,11,2023-04-28 14:34:02.753541947+00:00,2023-04-28 14:54:02.753541947+00:00
2228,100,Check application form completeness,0,2023-04-28 14:54:02.753541947+00:00,2023-04-28 15:03:09.542064150+00:00
2229,100,Appraise property,3,2023-04-28 15:03:09.542064150+00:00,2023-04-28 15:15:31.600408117+00:00
2230,100,AML check,2,2023-04-28 15:15:31.600408117+00:00,2023-04-28 15:24:17.868620925+00:00
2231,100,Check credit history,0,2023-04-28 15:24:17.868620925+00:00,2023-04-28 16:03:19.471743857+00:00
2232,100,Assess loan risk,11,2023-04-28 16:03:19.471743857+00:00,2023-04-28 16:23:19.471743857+00:00
2233,100,Check application form completeness,0,2023-04-28 16:23:19.471743857+00:00,2023-04-28 16:59:30.358700911+00:00
2234,100,Appraise property,3,2023-04-28 16:59:30.358700911+00:00,2023-04-28 17:32:32.498338624+00:00
2235,100,AML check,2,2023-04-28 17:32:32.498338624+00:00,2023-04-28 18:12:58.401140928+00:00
2236,100,Check credit history,0,2023-04-28 18:12:58.401140928+00:00,2023-04-28 19:26:44.623153937+00:00
2237,100,Assess loan risk,11,2023-04-28 19:26:44.623153937+00:00,2023-04-28 19:46:44.623153937+00:00
2238,100,Check application form completeness,0,2023-04-28 19:46:44.623153937+00:00,2023-04-28 19:57:45.723330136+00:00
2239,100,Appraise property,3,2023-04-28 19:57:45.723330136+00:00,2023-04-28 20:05:28.406269325+00:00
2240,100,AML check,2,2023-04-28 20:05:28.406269325+00:00,2023-04-28 21:05:05.449449886+00:00
2241,100,Check credit history,0,2023-04-28 21:05:05.449449886+00:00,2023-04-28 21:47:47.556469592+00:00
2242,100,Assess loan risk,11,2023-04-28 21:47:47.556469592+00:00,2023-04-28 22:07:47.556469592+00:00
2243,100,Applicant completes form,18,2023-04-28 22:07:47.556469592+00:00,2023-04-28 23:07:47.556469592+00:00
2244,100,Check application form completeness,0,2023-04-28 23:07:47.556469592+00:00,2023-04-28 23:39:08.408490343+00:00
2245,100,Appraise property,3,2023-04-28 23:39:08.408490343+00:00,2023-04-28 23:40:58.646141194+00:00
2246,100,AML check,2,2023-04-28 23:40:58.646141194+00:00,2023-04-28 23:48:06.225042192+00:00
2247,100,Check credit history,0,2023-04-28 23:48:06.225042192+00:00,2023-04-29 00:33:02.758516026+00:00
2248,100,Assess loan risk,11,2023-04-29 00:33:02.758516026+00:00,2023-04-29 00:53:02.758516026+00:00
2249,100,AML check,2,2023-04-29 00:53:02.758516026+00:00,2023-04-29 01:04:42.955659292+00:00
2250,100,Assess loan risk,11,2023-04-29 01:04:42.955659292+00:00,2023-04-29 01:24:42.955659292+00:00
2251,100,Design loan offer,11,2023-04-29 01:24:42.955659292+00:00,2023-04-29 01:25:56.605503142+00:00
2252,100,Approve loan offer,14,2023-04-29 01:25:56.605503142+00:00,2023-04-29 01:45:56.605503142+00:00
2253,100,Approve loan offer,14,2023-04-29 01:45:56.605503142+00:00,2023-04-29 02:05:56.605503142+00:00
2254,100,AML check,2,2023-04-29 02:05:56.605503142+00:00,2023-04-29 02:46:44.397111308+00:00
2255,100,Assess loan risk,11,2023-04-29 02:46:44.397111308+00:00,2023-04-29 03:06:44.397111308+00:00
2256,100,Return application back to applicant,0,2023-04-29 03:06:44.397111308+00:00,2023-04-29 03:11:44.397111308+00:00
2257,100,Applicant completes form,18,2023-04-29 03:11:44.397111308+00:00,2023-04-29 04:11:44.397111308+00:00
2258,100,Check application form completeness,0,2023-04-29 04:11:44.397111308+00:00,2023-04-29 04:17:26.339554937+00:00
2259,100,Appraise property,3,2023-04-29 04:17:26.339554937+00:00,2023-04-29 04:57:20.264164295+00:00
2260,100,AML check,2,2023-04-29 04:57:20.264164295+00:00,2023-04-29 05:11:51.460329124+00:00
2261,100,Check credit history,0,2023-04-29 05:11:51.460329124+00:00,2023-04-29 06:18:35.774491455+00:00
2262,100,Assess loan risk,11,2023-04-29 06:18:35.774491455+00:00,2023-04-29 06:38:35.774491455+00:00
2263,100,Cancel application,0,2023-04-29 06:38:35.774491455+00:00,2023-04-29 06:43:35.774491455+00:00
2264,100,zzz_end,0,2023-04-29 06:43:35.774491455+00:00,2023-04-29 06:43:35.774491455+00:00
2265,101,Check application form completeness,0,2023-04-28 10:30:00+00:00,2023-04-28 10:32:13.452345491+00:00
2266,101,Appraise property,3,2023-04-28 10:32:13.452345491+00:00,2023-04-28 10:32:52.664935851+00:00
2267,101,AML check,2,2023-04-28 10:32:52.664935851+00:00,2023-04-28 10:55:52.391061875+00:00
2268,101,Check credit history,0,2023-04-28 10:55:52.391061875+00:00,2023-04-28 11:29:01.492913422+00:00
2269,101,Assess loan risk,11,2023-04-28 11:29:01.492913422+00:00,2023-04-28 11:49:01.492913422+00:00
2270,101,Check credit history,0,2023-04-28 11:49:01.492913422+00:00,2023-04-28 12:27:33.707056475+00:00
2271,101,Assess loan risk,11,2023-04-28 12:27:33.707056475+00:00,2023-04-28 12:47:33.707056475+00:00
2272,101,Check application form completeness,0,2023-04-28 12:47:33.707056475+00:00,2023-04-28 13:37:05.753394144+00:00
2273,101,Appraise property,3,2023-04-28 13:37:05.753394144+00:00,2023-04-28 13:42:55.640968939+00:00
2274,101,AML check,2,2023-04-28 13:42:55.640968939+00:00,2023-04-28 14:01:27.747976284+00:00
2275,101,Check credit history,0,2023-04-28 14:01:27.747976284+00:00,2023-04-28 14:09:45.319781900+00:00
2276,101,Assess loan risk,11,2023-04-28 14:09:45.319781900+00:00,2023-04-28 14:29:45.319781900+00:00
2277,101,Reject application,0,2023-04-28 14:29:45.319781900+00:00,2023-04-28 14:39:45.319781900+00:00
2278,101,zzz_end,0,2023-04-28 14:39:45.319781900+00:00,2023-04-28 14:39:45.319781900+00:00
2279,102,Check application form completeness,0,2023-04-28 11:00:00+00:00,2023-04-28 11:34:23.100697590+00:00
2280,102,Appraise property,3,2023-04-28 11:34:23.100697590+00:00,2023-04-28 11:40:05.225791555+00:00
2281,102,AML check,2,2023-04-28 11:40:05.225791555+00:00,2023-04-28 12:03:43.737070189+00:00
2282,102,Check credit history,0,2023-04-28 12:03:43.737070189+00:00,2023-04-28 13:07:11.206047304+00:00
2283,102,Assess loan risk,11,2023-04-28 13:07:11.206047304+00:00,2023-04-28 13:27:11.206047304+00:00
2284,102,Design loan offer,11,2023-04-28 13:27:11.206047304+00:00,2023-04-28 13:32:37.500094193+00:00
2285,102,Approve loan offer,14,2023-04-28 13:32:37.500094193+00:00,2023-04-28 13:52:37.500094193+00:00
2286,102,Appraise property,3,2023-04-28 13:52:37.500094193+00:00,2023-04-28 14:10:40.248350153+00:00
2287,102,Assess loan risk,11,2023-04-28 14:10:40.248350153+00:00,2023-04-28 14:30:40.248350153+00:00
2288,102,AML check,2,2023-04-28 14:30:40.248350153+00:00,2023-04-28 15:06:33.199381819+00:00
2289,102,Assess loan risk,11,2023-04-28 15:06:33.199381819+00:00,2023-04-28 15:26:33.199381819+00:00
2290,102,Approve application,0,2023-04-28 15:26:33.199381819+00:00,2023-04-28 15:31:33.199381819+00:00
2291,102,zzz_end,0,2023-04-28 15:31:33.199381819+00:00,2023-04-28 15:31:33.199381819+00:00
2292,103,Check application form completeness,0,2023-04-28 11:30:00+00:00,2023-04-28 11:39:40.905965675+00:00
2293,103,Appraise property,3,2023-04-28 11:39:40.905965675+00:00,2023-04-28 12:04:01.009263536+00:00
2294,103,AML check,2,2023-04-28 12:04:01.009263536+00:00,2023-04-28 13:00:10.504466281+00:00
2295,103,Check credit history,0,2023-04-28 13:00:10.504466281+00:00,2023-04-28 13:31:52.750302256+00:00
2296,103,Assess loan risk,11,2023-04-28 13:31:52.750302256+00:00,2023-04-28 13:51:52.750302256+00:00
2297,103,Reject application,0,2023-04-28 13:51:52.750302256+00:00,2023-04-28 14:01:52.750302256+00:00
2298,103,zzz_end,0,2023-04-28 14:01:52.750302256+00:00,2023-04-28 14:01:52.750302256+00:00
2299,104,Check application form completeness,0,2023-04-28 12:00:00+00:00,2023-04-28 12:12:15.229770336+00:00
2300,104,Appraise property,3,2023-04-28 12:12:15.229770336+00:00,2023-04-28 12:21:57.367870226+00:00
2301,104,AML check,2,2023-04-28 12:21:57.367870226+00:00,2023-04-28 13:02:34.564618846+00:00
2302,104,Check credit history,0,2023-04-28 13:02:34.564618846+00:00,2023-04-28 13:33:30.028596488+00:00
2303,104,Assess loan risk,11,2023-04-28 13:33:30.028596488+00:00,2023-04-28 13:53:30.028596488+00:00
2304,104,Reject application,0,2023-04-28 13:53:30.028596488+00:00,2023-04-28 14:03:30.028596488+00:00
2305,104,zzz_end,0,2023-04-28 14:03:30.028596488+00:00,2023-04-28 14:03:30.028596488+00:00
2306,105,Check application form completeness,0,2023-04-28 12:30:00+00:00,2023-04-28 14:45:16.673003857+00:00
2307,105,Appraise property,3,2023-04-28 14:45:16.673003857+00:00,2023-04-28 17:20:28.009265772+00:00
2308,105,AML check,2,2023-04-28 17:20:28.009265772+00:00,2023-04-28 17:23:32.817871342+00:00
2309,105,Check credit history,0,2023-04-28 17:23:32.817871342+00:00,2023-04-28 17:40:49.592813808+00:00
2310,105,Assess loan risk,11,2023-04-28 17:40:49.592813808+00:00,2023-04-28 18:00:49.592813808+00:00
2311,105,AML check,2,2023-04-28 18:00:49.592813808+00:00,2023-04-28 18:07:08.740763661+00:00
2312,105,Assess loan risk,11,2023-04-28 18:07:08.740763661+00:00,2023-04-28 18:27:08.740763661+00:00
2313,105,Return application back to applicant,0,2023-04-28 18:27:08.740763661+00:00,2023-04-28 18:32:08.740763661+00:00
2314,105,Applicant completes form,18,2023-04-28 18:32:08.740763661+00:00,2023-04-28 19:32:08.740763661+00:00
2315,105,Check application form completeness,0,2023-04-28 19:32:08.740763661+00:00,2023-04-28 19:42:06.504364432+00:00
2316,105,Appraise property,3,2023-04-28 19:42:06.504364432+00:00,2023-04-28 20:10:25.047691738+00:00
2317,105,AML check,2,2023-04-28 20:10:25.047691738+00:00,2023-04-28 20:24:44.487820847+00:00
2318,105,Check credit history,0,2023-04-28 20:24:44.487820847+00:00,2023-04-28 20:52:02.924022521+00:00
2319,105,Assess loan risk,11,2023-04-28 20:52:02.924022521+00:00,2023-04-28 21:12:02.924022521+00:00
2320,105,AML check,2,2023-04-28 21:12:02.924022521+00:00,2023-04-28 21:27:07.499780786+00:00
2321,105,Assess loan risk,11,2023-04-28 21:27:07.499780786+00:00,2023-04-28 21:47:07.499780786+00:00
2322,105,Appraise property,3,2023-04-28 21:47:07.499780786+00:00,2023-04-28 21:54:54.722170364+00:00
2323,105,Assess loan risk,11,2023-04-28 21:54:54.722170364+00:00,2023-04-28 22:14:54.722170364+00:00
2324,105,AML check,2,2023-04-28 22:14:54.722170364+00:00,2023-04-28 22:26:39.794959986+00:00
2325,105,Assess loan risk,11,2023-04-28 22:26:39.794959986+00:00,2023-04-28 22:46:39.794959986+00:00
2326,105,Assess loan risk,11,2023-04-28 22:46:39.794959986+00:00,2023-04-28 23:06:39.794959986+00:00
2327,105,AML check,2,2023-04-28 23:06:39.794959986+00:00,2023-04-28 23:08:09.033568173+00:00
2328,105,Assess loan risk,11,2023-04-28 23:08:09.033568173+00:00,2023-04-28 23:28:09.033568173+00:00
2329,105,Assess loan risk,11,2023-04-28 23:28:09.033568173+00:00,2023-04-28 23:48:09.033568173+00:00
2330,105,Design loan offer,11,2023-04-28 23:48:09.033568173+00:00,2023-04-28 23:52:33.976791012+00:00
2331,105,Approve loan offer,14,2023-04-28 23:52:33.976791012+00:00,2023-04-29 00:12:33.976791012+00:00
2332,105,Reject application,0,2023-04-29 00:12:33.976791012+00:00,2023-04-29 00:22:33.976791012+00:00
2333,105,zzz_end,0,2023-04-29 00:22:33.976791012+00:00,2023-04-29 00:22:33.976791012+00:00
2334,106,Check application form completeness,0,2023-04-28 13:00:00+00:00,2023-04-28 13:00:47.108298132+00:00
2335,106,Appraise property,3,2023-04-28 13:00:47.108298132+00:00,2023-04-28 13:14:00.162705960+00:00
2336,106,AML check,2,2023-04-28 13:14:00.162705960+00:00,2023-04-28 13:34:28.597484528+00:00
2337,106,Check credit history,0,2023-04-28 13:34:28.597484528+00:00,2023-04-28 13:43:11.411070380+00:00
2338,106,Assess loan risk,11,2023-04-28 13:43:11.411070380+00:00,2023-04-28 14:03:11.411070380+00:00
2339,106,Return application back to applicant,0,2023-04-28 14:03:11.411070380+00:00,2023-04-28 14:08:11.411070380+00:00
2340,106,Applicant completes form,18,2023-04-28 14:08:11.411070380+00:00,2023-04-28 15:08:11.411070380+00:00
2341,106,Check application form completeness,0,2023-04-28 15:08:11.411070380+00:00,2023-04-28 15:10:47.871553780+00:00
2342,106,Appraise property,3,2023-04-28 15:10:47.871553780+00:00,2023-04-28 15:19:38.100499595+00:00
2343,106,AML check,2,2023-04-28 15:19:38.100499595+00:00,2023-04-28 15:30:56.066685361+00:00
2344,106,Check credit history,0,2023-04-28 15:30:56.066685361+00:00,2023-04-28 16:12:57.022531221+00:00
2345,106,Assess loan risk,11,2023-04-28 16:12:57.022531221+00:00,2023-04-28 16:32:57.022531221+00:00
2346,106,Reject application,0,2023-04-28 16:32:57.022531221+00:00,2023-04-28 16:42:57.022531221+00:00
2347,106,zzz_end,0,2023-04-28 16:42:57.022531221+00:00,2023-04-28 16:42:57.022531221+00:00
2348,107,Check application form completeness,0,2023-04-28 13:30:00+00:00,2023-04-28 13:43:52.785742250+00:00
2349,107,Appraise property,3,2023-04-28 13:43:52.785742250+00:00,2023-04-28 14:02:09.770133862+00:00
2350,107,AML check,2,2023-04-28 14:02:09.770133862+00:00,2023-04-28 14:40:50.174787477+00:00
2351,107,Check credit history,0,2023-04-28 14:40:50.174787477+00:00,2023-04-28 15:02:19.861592646+00:00
2352,107,Assess loan risk,11,2023-04-28 15:02:19.861592646+00:00,2023-04-28 15:22:19.861592646+00:00
2353,107,Reject application,0,2023-04-28 15:22:19.861592646+00:00,2023-04-28 15:32:19.861592646+00:00
2354,107,zzz_end,0,2023-04-28 15:32:19.861592646+00:00,2023-04-28 15:32:19.861592646+00:00
2355,108,Check application form completeness,0,2023-04-28 14:00:00+00:00,2023-04-28 14:28:44.932641208+00:00
2356,108,Appraise property,3,2023-04-28 14:28:44.932641208+00:00,2023-04-28 14:59:52.674609627+00:00
2357,108,AML check,2,2023-04-28 14:59:52.674609627+00:00,2023-04-28 15:07:21.590722072+00:00
2358,108,Check credit history,0,2023-04-28 15:07:21.590722072+00:00,2023-04-28 15:39:19.196233557+00:00
2359,108,Assess loan risk,11,2023-04-28 15:39:19.196233557+00:00,2023-04-28 15:59:19.196233557+00:00
2360,108,Check credit history,0,2023-04-28 15:59:19.196233557+00:00,2023-04-28 16:25:07.813462657+00:00
2361,108,Assess loan risk,11,2023-04-28 16:25:07.813462657+00:00,2023-04-28 16:45:07.813462657+00:00
2362,108,Check application form completeness,0,2023-04-28 16:45:07.813462657+00:00,2023-04-28 16:50:08.410179693+00:00
2363,108,Appraise property,3,2023-04-28 16:50:08.410179693+00:00,2023-04-28 17:33:57.570483332+00:00
2364,108,AML check,2,2023-04-28 17:33:57.570483332+00:00,2023-04-28 18:11:39.011607145+00:00
2365,108,Check credit history,0,2023-04-28 18:11:39.011607145+00:00,2023-04-28 18:31:27.898706565+00:00
2366,108,Assess loan risk,11,2023-04-28 18:31:27.898706565+00:00,2023-04-28 18:51:27.898706565+00:00
2367,108,Return application back to applicant,0,2023-04-28 18:51:27.898706565+00:00,2023-04-28 18:56:27.898706565+00:00
2368,108,Applicant completes form,18,2023-04-28 18:56:27.898706565+00:00,2023-04-28 19:56:27.898706565+00:00
2369,108,Check application form completeness,0,2023-04-28 19:56:27.898706565+00:00,2023-04-28 20:20:52.683375604+00:00
2370,108,Appraise property,3,2023-04-28 20:20:52.683375604+00:00,2023-04-28 20:32:00.688679875+00:00
2371,108,AML check,2,2023-04-28 20:32:00.688679875+00:00,2023-04-28 20:35:20.739015984+00:00
2372,108,Check credit history,0,2023-04-28 20:35:20.739015984+00:00,2023-04-28 21:10:31.191787334+00:00
2373,108,Assess loan risk,11,2023-04-28 21:10:31.191787334+00:00,2023-04-28 21:30:31.191787334+00:00
2374,108,Assess loan risk,11,2023-04-28 21:30:31.191787334+00:00,2023-04-28 21:50:31.191787334+00:00
2375,108,Check credit history,0,2023-04-28 21:50:31.191787334+00:00,2023-04-28 21:54:41.333143376+00:00
2376,108,Assess loan risk,11,2023-04-28 21:54:41.333143376+00:00,2023-04-28 22:14:41.333143376+00:00
2377,108,Check application form completeness,0,2023-04-28 22:14:41.333143376+00:00,2023-04-28 22:47:04.324532376+00:00
2378,108,Appraise property,3,2023-04-28 22:47:04.324532376+00:00,2023-04-28 23:17:38.520067165+00:00
2379,108,AML check,2,2023-04-28 23:17:38.520067165+00:00,2023-04-28 23:27:17.291350647+00:00
2380,108,Check credit history,0,2023-04-28 23:27:17.291350647+00:00,2023-04-29 00:01:24.893779215+00:00
2381,108,Assess loan risk,11,2023-04-29 00:01:24.893779215+00:00,2023-04-29 00:21:24.893779215+00:00
2382,108,Check credit history,0,2023-04-29 00:21:24.893779215+00:00,2023-04-29 00:29:01.326824654+00:00
2383,108,Assess loan risk,11,2023-04-29 00:29:01.326824654+00:00,2023-04-29 00:49:01.326824654+00:00
2384,108,Appraise property,3,2023-04-29 00:49:01.326824654+00:00,2023-04-29 00:50:15.812506068+00:00
2385,108,Assess loan risk,11,2023-04-29 00:50:15.812506068+00:00,2023-04-29 01:10:15.812506068+00:00
2386,108,Return application back to applicant,0,2023-04-29 01:10:15.812506068+00:00,2023-04-29 01:15:15.812506068+00:00
2387,108,Applicant completes form,18,2023-04-29 01:15:15.812506068+00:00,2023-04-29 02:15:15.812506068+00:00
2388,108,Check application form completeness,0,2023-04-29 02:15:15.812506068+00:00,2023-04-29 02:19:59.620079303+00:00
2389,108,Appraise property,3,2023-04-29 02:19:59.620079303+00:00,2023-04-29 02:57:47.876835718+00:00
2390,108,AML check,2,2023-04-29 02:57:47.876835718+00:00,2023-04-29 03:26:37.236867370+00:00
2391,108,Check credit history,0,2023-04-29 03:26:37.236867370+00:00,2023-04-29 03:28:24.174231112+00:00
2392,108,Assess loan risk,11,2023-04-29 03:28:24.174231112+00:00,2023-04-29 03:48:24.174231112+00:00
2393,108,Reject application,0,2023-04-29 03:48:24.174231112+00:00,2023-04-29 03:58:24.174231112+00:00
2394,108,zzz_end,0,2023-04-29 03:58:24.174231112+00:00,2023-04-29 03:58:24.174231112+00:00
2395,109,Check application form completeness,0,2023-04-28 14:30:00+00:00,2023-04-28 14:44:07.659252937+00:00
2396,109,Appraise property,3,2023-04-28 14:44:07.659252937+00:00,2023-04-28 15:10:09.523773459+00:00
2397,109,AML check,2,2023-04-28 15:10:09.523773459+00:00,2023-04-28 15:58:11.794567882+00:00
2398,109,Check credit history,0,2023-04-28 15:58:11.794567882+00:00,2023-04-28 16:38:22.560253891+00:00
2399,109,Assess loan risk,11,2023-04-28 16:38:22.560253891+00:00,2023-04-28 16:58:22.560253891+00:00
2400,109,Check credit history,0,2023-04-28 16:58:22.560253891+00:00,2023-04-28 17:33:15.164096338+00:00
2401,109,Assess loan risk,11,2023-04-28 17:33:15.164096338+00:00,2023-04-28 17:53:15.164096338+00:00
2402,109,Appraise property,3,2023-04-28 17:53:15.164096338+00:00,2023-04-28 17:58:01.128462131+00:00
2403,109,Assess loan risk,11,2023-04-28 17:58:01.128462131+00:00,2023-04-28 18:18:01.128462131+00:00
2404,109,Reject application,0,2023-04-28 18:18:01.128462131+00:00,2023-04-28 18:28:01.128462131+00:00
2405,109,zzz_end,0,2023-04-28 18:28:01.128462131+00:00,2023-04-28 18:28:01.128462131+00:00
2406,110,Check application form completeness,0,2023-04-28 15:00:00+00:00,2023-04-28 15:50:05.874859441+00:00
2407,110,Appraise property,3,2023-04-28 15:50:05.874859441+00:00,2023-04-28 16:15:37.426668483+00:00
2408,110,AML check,2,2023-04-28 16:15:37.426668483+00:00,2023-04-28 16:47:11.334061594+00:00
2409,110,Check credit history,0,2023-04-28 16:47:11.334061594+00:00,2023-04-28 17:22:47.282438874+00:00
2410,110,Assess loan risk,11,2023-04-28 17:22:47.282438874+00:00,2023-04-28 17:42:47.282438874+00:00
2411,110,Check application form completeness,0,2023-04-28 17:42:47.282438874+00:00,2023-04-28 17:51:05.807774977+00:00
2412,110,Appraise property,3,2023-04-28 17:51:05.807774977+00:00,2023-04-28 18:11:39.337028808+00:00
2413,110,AML check,2,2023-04-28 18:11:39.337028808+00:00,2023-04-28 18:32:44.169947521+00:00
2414,110,Check credit history,0,2023-04-28 18:32:44.169947521+00:00,2023-04-28 18:55:16.003595604+00:00
2415,110,Assess loan risk,11,2023-04-28 18:55:16.003595604+00:00,2023-04-28 19:15:16.003595604+00:00
2416,110,Check credit history,0,2023-04-28 19:15:16.003595604+00:00,2023-04-28 20:04:06.963280279+00:00
2417,110,Assess loan risk,11,2023-04-28 20:04:06.963280279+00:00,2023-04-28 20:24:06.963280279+00:00
2418,110,Return application back to applicant,0,2023-04-28 20:24:06.963280279+00:00,2023-04-28 20:29:06.963280279+00:00
2419,110,Applicant completes form,18,2023-04-28 20:29:06.963280279+00:00,2023-04-28 21:29:06.963280279+00:00
2420,110,Check application form completeness,0,2023-04-28 21:29:06.963280279+00:00,2023-04-28 21:53:50.026850422+00:00
2421,110,Appraise property,3,2023-04-28 21:53:50.026850422+00:00,2023-04-28 21:59:37.916887999+00:00
2422,110,AML check,2,2023-04-28 21:59:37.916887999+00:00,2023-04-28 22:58:09.673934684+00:00
2423,110,Check credit history,0,2023-04-28 22:58:09.673934684+00:00,2023-04-28 23:55:01.636940471+00:00
2424,110,Assess loan risk,11,2023-04-28 23:55:01.636940471+00:00,2023-04-29 00:15:01.636940471+00:00
2425,110,Return application back to applicant,0,2023-04-29 00:15:01.636940471+00:00,2023-04-29 00:20:01.636940471+00:00
2426,110,Applicant completes form,18,2023-04-29 00:20:01.636940471+00:00,2023-04-29 01:20:01.636940471+00:00
2427,110,Check application form completeness,0,2023-04-29 01:20:01.636940471+00:00,2023-04-29 01:36:14.326716029+00:00
2428,110,Appraise property,3,2023-04-29 01:36:14.326716029+00:00,2023-04-29 01:37:17.078931078+00:00
2429,110,AML check,2,2023-04-29 01:37:17.078931078+00:00,2023-04-29 01:44:23.401491272+00:00
2430,110,Check credit history,0,2023-04-29 01:44:23.401491272+00:00,2023-04-29 01:52:31.534891370+00:00
2431,110,Assess loan risk,11,2023-04-29 01:52:31.534891370+00:00,2023-04-29 02:12:31.534891370+00:00
2432,110,Check application form completeness,0,2023-04-29 02:12:31.534891370+00:00,2023-04-29 02:24:38.234363204+00:00
2433,110,Appraise property,3,2023-04-29 02:24:38.234363204+00:00,2023-04-29 02:28:20.886595446+00:00
2434,110,AML check,2,2023-04-29 02:28:20.886595446+00:00,2023-04-29 02:37:00.012499577+00:00
2435,110,Check credit history,0,2023-04-29 02:37:00.012499577+00:00,2023-04-29 03:10:15.687836698+00:00
2436,110,Assess loan risk,11,2023-04-29 03:10:15.687836698+00:00,2023-04-29 03:30:15.687836698+00:00
2437,110,Check credit history,0,2023-04-29 03:30:15.687836698+00:00,2023-04-29 03:31:43.695589372+00:00
2438,110,Assess loan risk,11,2023-04-29 03:31:43.695589372+00:00,2023-04-29 03:51:43.695589372+00:00
2439,110,Reject application,0,2023-04-29 03:51:43.695589372+00:00,2023-04-29 04:01:43.695589372+00:00
2440,110,zzz_end,0,2023-04-29 04:01:43.695589372+00:00,2023-04-29 04:01:43.695589372+00:00
2441,111,Check application form completeness,0,2023-05-01 07:30:00+00:00,2023-05-01 07:39:30.451246597+00:00
2442,111,Appraise property,3,2023-05-01 07:39:30.451246597+00:00,2023-05-01 07:45:20.218482989+00:00
2443,111,AML check,2,2023-05-01 07:45:20.218482989+00:00,2023-05-01 09:21:03.234899714+00:00
2444,111,Check credit history,0,2023-05-01 09:21:03.234899714+00:00,2023-05-01 09:31:47.891764395+00:00
2445,111,Assess loan risk,11,2023-05-01 09:31:47.891764395+00:00,2023-05-01 09:51:47.891764395+00:00
2446,111,Reject application,0,2023-05-01 09:51:47.891764395+00:00,2023-05-01 10:01:47.891764395+00:00
2447,111,zzz_end,0,2023-05-01 10:01:47.891764395+00:00,2023-05-01 10:01:47.891764395+00:00
2448,112,Check application form completeness,0,2023-05-01 08:00:00+00:00,2023-05-01 08:09:06.973469838+00:00
2449,112,Appraise property,3,2023-05-01 08:09:06.973469838+00:00,2023-05-01 08:18:42.178886085+00:00
2450,112,AML check,2,2023-05-01 08:18:42.178886085+00:00,2023-05-01 08:41:02.003326205+00:00
2451,112,Check credit history,0,2023-05-01 08:41:02.003326205+00:00,2023-05-01 09:06:09.264455699+00:00
2452,112,Assess loan risk,11,2023-05-01 09:06:09.264455699+00:00,2023-05-01 09:26:09.264455699+00:00
2453,112,AML check,2,2023-05-01 09:26:09.264455699+00:00,2023-05-01 11:36:19.004714871+00:00
2454,112,Assess loan risk,11,2023-05-01 11:36:19.004714871+00:00,2023-05-01 11:56:19.004714871+00:00
2455,112,Design loan offer,11,2023-05-01 11:56:19.004714871+00:00,2023-05-01 12:10:26.588778776+00:00
2456,112,Approve loan offer,14,2023-05-01 12:10:26.588778776+00:00,2023-05-01 12:30:26.588778776+00:00
2457,112,Return application back to applicant,0,2023-05-01 12:30:26.588778776+00:00,2023-05-01 12:35:26.588778776+00:00
2458,112,Applicant completes form,18,2023-05-01 12:35:26.588778776+00:00,2023-05-01 13:35:26.588778776+00:00
2459,112,Check application form completeness,0,2023-05-01 13:35:26.588778776+00:00,2023-05-01 13:36:48.902442978+00:00
2460,112,Appraise property,3,2023-05-01 13:36:48.902442978+00:00,2023-05-01 13:43:05.840854372+00:00
2461,112,AML check,2,2023-05-01 13:43:05.840854372+00:00,2023-05-01 13:51:07.468701770+00:00
