,case_id,activity,resource,start_timestamp,lifecycle:transition_start,end_timestamp,lifecycle:transition_end
101279,202358,W_Nabellen offertes,10863,2012-01-19 20:36:51.298000+00:00,START,2012-01-19 20:38:48.636000+00:00,COMPLETE
101280,202358,W_Nabellen offertes,11122,2012-01-26 20:24:17.190000+00:00,START,2012-01-26 20:26:28.792000+00:00,COMPLETE
101281,202358,W_Nabellen offertes,11203,2012-02-06 13:39:24.438000+00:00,START,2012-02-06 13:45:35.200000+00:00,COMPLETE
101282,202358,W_Nabellen offertes,11203,2012-02-06 13:39:24.438000+00:00,START,2012-02-06 13:47:39.015000+00:00,COMPLETE
101283,202358,W_Nabellen offertes,11203,2012-02-06 13:47:09.944000+00:00,START,2012-02-06 13:45:35.200000+00:00,COMPLETE
101284,202358,W_Nabellen offertes,11203,2012-02-06 13:47:09.944000+00:00,START,2012-02-06 13:47:39.015000+00:00,COMPLETE
101285,202358,W_Nabellen offertes,10913,2012-02-11 15:22:06.788000+00:00,START,2012-02-11 15:23:53.453000+00:00,COMPLETE
101286,202358,W_Nabellen offertes,10913,2012-02-11 15:22:06.788000+00:00,START,2012-03-02 20:15:09.040000+00:00,COMPLETE
101287,202358,W_Nabellen offertes,11119,2012-02-17 19:38:31.621000+00:00,START,2012-02-17 19:41:29.599000+00:00,COMPLETE
101288,202358,W_Nabellen offertes,11119,2012-02-17 19:38:31.621000+00:00,START,2012-02-17 19:43:48.904000+00:00,COMPLETE
101289,202358,W_Nabellen offertes,11119,2012-02-17 19:41:42.201000+00:00,START,2012-02-17 19:41:29.599000+00:00,COMPLETE
101290,202358,W_Nabellen offertes,11119,2012-02-17 19:41:42.201000+00:00,START,2012-02-17 19:43:48.904000+00:00,COMPLETE
101291,202358,W_Nabellen offertes,11300,2012-02-24 16:34:26.987000+00:00,START,2012-02-24 16:37:49.752000+00:00,COMPLETE
101292,202358,W_Nabellen offertes,10913,2012-03-02 20:12:34.521000+00:00,START,2012-02-11 15:23:53.453000+00:00,COMPLETE
101293,202358,W_Nabellen offertes,10913,2012-03-02 20:12:34.521000+00:00,START,2012-03-02 20:15:09.040000+00:00,COMPLETE
101294,202358,W_Nabellen offertes,10899,2012-03-09 10:10:17.395000+00:00,START,2012-03-09 10:10:34.115000+00:00,COMPLETE
101394,202391,W_Afhandelen leads,11122,2012-01-19 19:43:39.411000+00:00,START,2012-01-19 19:46:31.621000+00:00,COMPLETE
101492,202445,W_Beoordelen fraude,10188,2012-01-23 09:33:54.348000+00:00,START,2012-01-23 09:34:02.182000+00:00,COMPLETE
101493,202445,W_Beoordelen fraude,10188,2012-01-23 09:33:54.348000+00:00,START,2012-01-23 09:55:21.878000+00:00,COMPLETE
101494,202445,W_Beoordelen fraude,10188,2012-01-23 09:55:11.458000+00:00,START,2012-01-23 09:34:02.182000+00:00,COMPLETE
101495,202445,W_Beoordelen fraude,10188,2012-01-23 09:55:11.458000+00:00,START,2012-01-23 09:55:21.878000+00:00,COMPLETE
101496,202448,W_Afhandelen leads,10889,2012-01-20 09:02:21.155000+00:00,START,2012-01-20 09:04:12.250000+00:00,COMPLETE
101535,202479,W_Completeren aanvraag,11000,2012-01-20 11:39:32.986000+00:00,START,2012-01-20 11:43:39.450000+00:00,COMPLETE
101536,202479,W_Completeren aanvraag,10913,2012-01-20 20:14:22.289000+00:00,START,2012-01-20 20:15:39.449000+00:00,COMPLETE
101537,202479,W_Completeren aanvraag,10861,2012-01-23 19:20:42.797000+00:00,START,2012-01-23 19:49:38.976000+00:00,COMPLETE
101538,202479,W_Completeren aanvraag,10881,2012-01-23 19:50:28.559000+00:00,START,2012-01-23 19:51:16.477000+00:00,COMPLETE
101539,202479,W_Completeren aanvraag,11003,2012-01-24 15:34:12.849000+00:00,START,2012-01-24 15:34:55.027000+00:00,COMPLETE
101540,202479,W_Completeren aanvraag,10863,2012-01-24 18:42:58.158000+00:00,START,2012-01-24 18:44:26.361000+00:00,COMPLETE
101541,202479,W_Completeren aanvraag,11179,2012-01-25 11:15:53.615000+00:00,START,2012-01-25 11:17:54.056000+00:00,COMPLETE
101542,202479,W_Completeren aanvraag,11121,2012-01-25 15:05:13.440000+00:00,START,2012-01-25 15:15:56.999000+00:00,COMPLETE
101543,202479,W_Nabellen offertes,11009,2012-02-01 12:47:23.442000+00:00,START,2012-02-01 12:48:53.603000+00:00,COMPLETE
101544,202479,W_Nabellen offertes,11119,2012-02-01 18:07:39.774000+00:00,START,2012-02-01 18:10:35.658000+00:00,COMPLETE
101545,202479,W_Nabellen offertes,11179,2012-02-08 12:46:54.946000+00:00,START,2012-02-08 12:48:29.119000+00:00,COMPLETE
101546,202479,W_Nabellen offertes,11203,2012-02-13 11:46:37.926000+00:00,START,2012-02-13 11:52:50.494000+00:00,COMPLETE
101547,202479,W_Nabellen offertes,11203,2012-02-13 11:46:37.926000+00:00,START,2012-02-17 19:34:59.896000+00:00,COMPLETE
101548,202479,W_Nabellen offertes,10913,2012-02-16 20:44:21.112000+00:00,START,2012-02-16 20:49:13.586000+00:00,COMPLETE
101549,202479,W_Nabellen offertes,11203,2012-02-17 19:32:49.918000+00:00,START,2012-02-13 11:52:50.494000+00:00,COMPLETE
101550,202479,W_Nabellen offertes,11203,2012-02-17 19:32:49.918000+00:00,START,2012-02-17 19:34:59.896000+00:00,COMPLETE
101551,202479,W_Nabellen offertes,10909,2012-02-18 15:38:58.701000+00:00,START,2012-02-18 15:42:37.042000+00:00,COMPLETE
101552,202479,W_Nabellen offertes,11201,2012-02-24 16:50:33.756000+00:00,START,2012-02-24 16:53:44.344000+00:00,COMPLETE
101553,202479,W_Nabellen offertes,10912,2012-02-24 17:25:35.570000+00:00,START,2012-02-24 17:26:15.196000+00:00,COMPLETE
101554,202479,W_Nabellen offertes,10912,2012-02-24 17:25:35.570000+00:00,START,2012-02-24 17:26:44.014000+00:00,COMPLETE
101555,202479,W_Nabellen offertes,10912,2012-02-24 17:25:35.570000+00:00,START,2012-02-25 09:15:41.964000+00:00,COMPLETE
101556,202479,W_Nabellen offertes,10912,2012-02-24 17:26:36.339000+00:00,START,2012-02-24 17:26:15.196000+00:00,COMPLETE
101557,202479,W_Nabellen offertes,10912,2012-02-24 17:26:36.339000+00:00,START,2012-02-24 17:26:44.014000+00:00,COMPLETE
101558,202479,W_Nabellen offertes,10912,2012-02-24 17:26:36.339000+00:00,START,2012-02-25 09:15:41.964000+00:00,COMPLETE
101678,202539,W_Completeren aanvraag,11000,2012-01-20 16:03:38.577000+00:00,START,2012-01-20 16:10:33.050000+00:00,COMPLETE
101679,202539,W_Completeren aanvraag,11000,2012-01-20 16:03:38.577000+00:00,START,2012-01-20 16:15:04.991000+00:00,COMPLETE
101680,202539,W_Completeren aanvraag,11000,2012-01-20 16:10:49.449000+00:00,START,2012-01-20 16:10:33.050000+00:00,COMPLETE
101681,202539,W_Completeren aanvraag,11000,2012-01-20 16:10:49.449000+00:00,START,2012-01-20 16:15:04.991000+00:00,COMPLETE
101682,202539,W_Nabellen offertes,11181,2012-01-27 15:14:52.380000+00:00,START,2012-01-27 15:18:18.874000+00:00,COMPLETE
101683,202539,W_Nabellen offertes,11203,2012-02-07 13:52:00.897000+00:00,START,2012-02-07 13:59:17.130000+00:00,COMPLETE
101684,202539,W_Nabellen offertes,11259,2012-02-08 11:20:07.925000+00:00,START,2012-02-08 11:20:24.932000+00:00,COMPLETE
101685,202539,W_Valideren aanvraag,10629,2012-02-11 13:05:05.515000+00:00,START,2012-02-11 13:33:51.553000+00:00,COMPLETE
101686,202539,W_Valideren aanvraag,10629,2012-02-11 13:05:05.515000+00:00,START,2012-02-16 11:26:17.695000+00:00,COMPLETE
101687,202539,W_Nabellen incomplete dossiers,11181,2012-02-11 15:29:41.143000+00:00,START,2012-02-11 15:42:00.644000+00:00,COMPLETE
101688,202539,W_Nabellen incomplete dossiers,11181,2012-02-11 15:29:41.143000+00:00,START,2012-02-11 15:44:39.166000+00:00,COMPLETE
101689,202539,W_Nabellen incomplete dossiers,11181,2012-02-11 15:43:07.018000+00:00,START,2012-02-11 15:42:00.644000+00:00,COMPLETE
101690,202539,W_Nabellen incomplete dossiers,11181,2012-02-11 15:43:07.018000+00:00,START,2012-02-11 15:44:39.166000+00:00,COMPLETE
101691,202539,W_Nabellen incomplete dossiers,10629,2012-02-13 08:52:36.792000+00:00,START,2012-02-13 08:54:47.355000+00:00,COMPLETE
101692,202539,W_Nabellen incomplete dossiers,11201,2012-02-13 17:44:23.366000+00:00,START,2012-02-13 18:20:40.770000+00:00,COMPLETE
101693,202539,W_Nabellen incomplete dossiers,11201,2012-02-13 17:44:23.366000+00:00,START,2012-02-13 18:51:03.074000+00:00,COMPLETE
101694,202539,W_Nabellen incomplete dossiers,11201,2012-02-13 18:47:30.856000+00:00,START,2012-02-13 18:20:40.770000+00:00,COMPLETE
101695,202539,W_Nabellen incomplete dossiers,11201,2012-02-13 18:47:30.856000+00:00,START,2012-02-13 18:51:03.074000+00:00,COMPLETE
101696,202539,W_Nabellen incomplete dossiers,11122,2012-02-13 18:59:44.443000+00:00,START,2012-02-13 19:02:45+00:00,COMPLETE
101697,202539,W_Nabellen incomplete dossiers,11049,2012-02-16 10:45:06.263000+00:00,START,2012-02-16 10:46:59.047000+00:00,COMPLETE
101698,202539,W_Valideren aanvraag,10629,2012-02-16 11:24:07.261000+00:00,START,2012-02-11 13:33:51.553000+00:00,COMPLETE
101699,202539,W_Valideren aanvraag,10629,2012-02-16 11:24:07.261000+00:00,START,2012-02-16 11:26:17.695000+00:00,COMPLETE
101743,202548,W_Completeren aanvraag,11121,2012-01-20 16:24:23.751000+00:00,START,2012-01-20 16:28:59.607000+00:00,COMPLETE
101744,202548,W_Completeren aanvraag,10932,2012-01-21 10:59:52.648000+00:00,START,2012-01-21 11:01:27.585000+00:00,COMPLETE
101745,202548,W_Completeren aanvraag,11119,2012-01-23 20:20:42.756000+00:00,START,2012-01-23 20:21:41.014000+00:00,COMPLETE
101746,202548,W_Completeren aanvraag,11119,2012-01-23 20:20:42.756000+00:00,START,2012-01-24 20:25:33.883000+00:00,COMPLETE
101747,202548,W_Completeren aanvraag,11119,2012-01-23 20:20:42.756000+00:00,START,2012-01-25 18:19:19.464000+00:00,COMPLETE
101748,202548,W_Completeren aanvraag,11003,2012-01-24 16:05:02.445000+00:00,START,2012-01-24 16:08:57.562000+00:00,COMPLETE
101749,202548,W_Completeren aanvraag,11003,2012-01-24 16:05:02.445000+00:00,START,2012-02-14 18:09:34.055000+00:00,COMPLETE
101750,202548,W_Completeren aanvraag,11003,2012-01-24 16:05:02.445000+00:00,START,2012-02-20 09:15:08.320000+00:00,COMPLETE
101751,202548,W_Completeren aanvraag,11119,2012-01-24 20:24:37.069000+00:00,START,2012-01-23 20:21:41.014000+00:00,COMPLETE
101752,202548,W_Completeren aanvraag,11119,2012-01-24 20:24:37.069000+00:00,START,2012-01-24 20:25:33.883000+00:00,COMPLETE
101753,202548,W_Completeren aanvraag,11119,2012-01-24 20:24:37.069000+00:00,START,2012-01-25 18:19:19.464000+00:00,COMPLETE
101754,202548,W_Completeren aanvraag,11119,2012-01-25 18:18:25.721000+00:00,START,2012-01-23 20:21:41.014000+00:00,COMPLETE
101755,202548,W_Completeren aanvraag,11119,2012-01-25 18:18:25.721000+00:00,START,2012-01-24 20:25:33.883000+00:00,COMPLETE
101756,202548,W_Completeren aanvraag,11119,2012-01-25 18:18:25.721000+00:00,START,2012-01-25 18:19:19.464000+00:00,COMPLETE
101757,202548,W_Completeren aanvraag,10913,2012-01-26 19:23:19.308000+00:00,START,2012-01-26 19:24:33.981000+00:00,COMPLETE
101758,202548,W_Completeren aanvraag,11203,2012-01-27 20:45:39.481000+00:00,START,2012-01-27 20:47:02.988000+00:00,COMPLETE
101759,202548,W_Completeren aanvraag,10982,2012-01-28 11:59:21.074000+00:00,START,2012-01-28 12:00:14.232000+00:00,COMPLETE
101760,202548,W_Completeren aanvraag,11003,2012-02-14 18:09:13.136000+00:00,START,2012-01-24 16:08:57.562000+00:00,COMPLETE
101761,202548,W_Completeren aanvraag,11003,2012-02-14 18:09:13.136000+00:00,START,2012-02-14 18:09:34.055000+00:00,COMPLETE
101762,202548,W_Completeren aanvraag,11003,2012-02-14 18:09:13.136000+00:00,START,2012-02-20 09:15:08.320000+00:00,COMPLETE
101813,202572,W_Afhandelen leads,11000,2012-01-20 14:51:50.253000+00:00,START,2012-01-20 15:00:07.103000+00:00,COMPLETE
101814,202572,W_Completeren aanvraag,11002,2012-01-20 19:50:19.191000+00:00,START,2012-01-20 19:54:03.135000+00:00,COMPLETE
101815,202572,W_Completeren aanvraag,10913,2012-01-21 10:15:18.909000+00:00,START,2012-01-21 10:20:22.788000+00:00,COMPLETE
101826,202578,W_Afhandelen leads,11000,2012-01-20 14:14:34.655000+00:00,START,2012-01-20 14:19:33.350000+00:00,COMPLETE
101827,202578,W_Completeren aanvraag,11121,2012-01-20 16:53:58.732000+00:00,START,2012-01-20 16:57:06.458000+00:00,COMPLETE
101828,202578,W_Completeren aanvraag,11002,2012-01-20 20:46:22.253000+00:00,START,2012-01-20 20:48:54.353000+00:00,COMPLETE
101829,202578,W_Completeren aanvraag,10913,2012-01-21 10:24:55.951000+00:00,START,2012-01-21 10:28:36.893000+00:00,COMPLETE
101841,202596,W_Completeren aanvraag,11121,2012-01-20 16:57:19.266000+00:00,START,2012-01-20 17:00:03.401000+00:00,COMPLETE
101842,202596,W_Completeren aanvraag,10932,2012-01-23 10:09:22.553000+00:00,START,2012-01-23 10:16:14.679000+00:00,COMPLETE
101843,202596,W_Nabellen offertes,10909,2012-01-28 16:17:42.165000+00:00,START,2012-01-28 16:22:25.025000+00:00,COMPLETE
101844,202596,W_Nabellen offertes,10909,2012-01-28 16:17:42.165000+00:00,START,2012-02-11 15:42:25.219000+00:00,COMPLETE
101845,202596,W_Nabellen offertes,11203,2012-02-06 09:51:53.002000+00:00,START,2012-02-06 09:57:29.631000+00:00,COMPLETE
101846,202596,W_Nabellen offertes,11203,2012-02-06 09:51:53.002000+00:00,START,2012-02-16 15:01:46.156000+00:00,COMPLETE
101847,202596,W_Nabellen offertes,10909,2012-02-11 15:42:11.476000+00:00,START,2012-01-28 16:22:25.025000+00:00,COMPLETE
101848,202596,W_Nabellen offertes,10909,2012-02-11 15:42:11.476000+00:00,START,2012-02-11 15:42:25.219000+00:00,COMPLETE
101849,202596,W_Nabellen offertes,11203,2012-02-16 15:00:06.748000+00:00,START,2012-02-06 09:57:29.631000+00:00,COMPLETE
101850,202596,W_Nabellen offertes,11203,2012-02-16 15:00:06.748000+00:00,START,2012-02-16 15:01:46.156000+00:00,COMPLETE
101851,202596,W_Nabellen offertes,11119,2012-02-17 20:50:31.615000+00:00,START,2012-02-17 20:50:44.487000+00:00,COMPLETE
101852,202596,W_Nabellen offertes,11299,2012-02-22 16:27:30.930000+00:00,START,2012-02-22 16:28:58.826000+00:00,COMPLETE
101853,202596,W_Nabellen offertes,11299,2012-02-22 16:27:30.930000+00:00,START,2012-02-23 09:15:24.131000+00:00,COMPLETE
101854,202599,W_Afhandelen leads,11000,2012-01-20 14:48:29.014000+00:00,START,2012-01-20 14:51:17.748000+00:00,COMPLETE
101855,202599,W_Completeren aanvraag,10913,2012-01-20 18:20:46.494000+00:00,START,2012-01-20 18:22:56.274000+00:00,COMPLETE
101856,202599,W_Completeren aanvraag,10912,2012-01-20 18:55:52.258000+00:00,START,2012-01-20 19:09:43.742000+00:00,COMPLETE
101857,202599,W_Nabellen offertes,10912,2012-01-20 19:11:37.013000+00:00,START,2012-01-20 19:16:50.225000+00:00,COMPLETE
101858,202599,W_Nabellen offertes,10912,2012-01-20 19:11:37.013000+00:00,START,2012-01-20 20:45:50.455000+00:00,COMPLETE
101859,202599,W_Nabellen offertes,10912,2012-01-20 20:29:04.285000+00:00,START,2012-01-20 19:16:50.225000+00:00,COMPLETE
101860,202599,W_Nabellen offertes,10912,2012-01-20 20:29:04.285000+00:00,START,2012-01-20 20:45:50.455000+00:00,COMPLETE
101861,202599,W_Nabellen offertes,11181,2012-01-28 14:18:15.074000+00:00,START,2012-01-28 14:20:49.359000+00:00,COMPLETE
101862,202599,W_Nabellen offertes,10881,2012-01-30 20:45:54.316000+00:00,START,2012-01-30 20:50:50.277000+00:00,COMPLETE
101863,202599,W_Nabellen offertes,11259,2012-02-07 10:08:58.393000+00:00,START,2012-02-07 10:09:14.784000+00:00,COMPLETE
101864,202599,W_Valideren aanvraag,10138,2012-02-10 11:30:31.190000+00:00,START,2012-02-10 11:52:05.972000+00:00,COMPLETE
101865,202599,W_Valideren aanvraag,10138,2012-02-10 11:30:31.190000+00:00,START,2012-02-13 11:06:32.755000+00:00,COMPLETE
101866,202599,W_Nabellen incomplete dossiers,11181,2012-02-10 15:29:51.194000+00:00,START,2012-02-10 15:34:35.588000+00:00,COMPLETE
101867,202599,W_Nabellen incomplete dossiers,11181,2012-02-10 15:29:51.194000+00:00,START,2012-02-11 11:38:26.840000+00:00,COMPLETE
101868,202599,W_Nabellen incomplete dossiers,11181,2012-02-11 11:37:23.883000+00:00,START,2012-02-10 15:34:35.588000+00:00,COMPLETE
101869,202599,W_Nabellen incomplete dossiers,11181,2012-02-11 11:37:23.883000+00:00,START,2012-02-11 11:38:26.840000+00:00,COMPLETE
101870,202599,W_Nabellen incomplete dossiers,11259,2012-02-13 09:53:59.509000+00:00,START,2012-02-13 09:55:17.923000+00:00,COMPLETE
101871,202599,W_Valideren aanvraag,10138,2012-02-13 11:01:49.416000+00:00,START,2012-02-10 11:52:05.972000+00:00,COMPLETE
101872,202599,W_Valideren aanvraag,10138,2012-02-13 11:01:49.416000+00:00,START,2012-02-13 11:06:32.755000+00:00,COMPLETE
101894,202611,W_Afhandelen leads,11000,2012-01-20 15:32:20.554000+00:00,START,2012-01-20 16:10:33.052000+00:00,COMPLETE
101895,202611,W_Afhandelen leads,11000,2012-01-20 15:32:20.554000+00:00,START,2012-01-20 16:54:48.459000+00:00,COMPLETE
101896,202611,W_Afhandelen leads,11000,2012-01-20 16:50:42.664000+00:00,START,2012-01-20 16:10:33.052000+00:00,COMPLETE
101897,202611,W_Afhandelen leads,11000,2012-01-20 16:50:42.664000+00:00,START,2012-01-20 16:54:48.459000+00:00,COMPLETE
101898,202611,W_Completeren aanvraag,10913,2012-01-20 18:26:39.013000+00:00,START,2012-01-20 18:28:24.083000+00:00,COMPLETE
101899,202611,W_Completeren aanvraag,11119,2012-01-23 17:42:06.736000+00:00,START,2012-01-23 17:42:23.342000+00:00,COMPLETE
101900,202611,W_Completeren aanvraag,11169,2012-01-24 09:58:50.375000+00:00,START,2012-01-24 10:00:32.770000+00:00,COMPLETE
101901,202611,W_Completeren aanvraag,11169,2012-01-24 09:58:50.375000+00:00,START,2012-01-24 16:50:24.597000+00:00,COMPLETE
101902,202611,W_Completeren aanvraag,11169,2012-01-24 16:35:36.506000+00:00,START,2012-01-24 10:00:32.770000+00:00,COMPLETE
101903,202611,W_Completeren aanvraag,11169,2012-01-24 16:35:36.506000+00:00,START,2012-01-24 16:50:24.597000+00:00,COMPLETE
101907,202617,W_Afhandelen leads,11000,2012-01-20 16:56:12.804000+00:00,START,2012-01-20 16:59:10.404000+00:00,COMPLETE
101908,202617,W_Afhandelen leads,10912,2012-01-20 17:49:07.828000+00:00,START,2012-01-20 17:57:57.410000+00:00,COMPLETE
101909,202617,W_Afhandelen leads,10912,2012-01-20 17:49:07.828000+00:00,START,2012-01-20 18:12:28.454000+00:00,COMPLETE
101910,202617,W_Afhandelen leads,10912,2012-01-20 17:49:07.828000+00:00,START,2012-01-20 18:12:39.957000+00:00,COMPLETE
101911,202617,W_Afhandelen leads,10912,2012-01-20 17:49:07.828000+00:00,START,2012-01-20 18:35:34.938000+00:00,COMPLETE
101912,202617,W_Afhandelen leads,10912,2012-01-20 17:49:07.828000+00:00,START,2012-01-20 18:42:30.449000+00:00,COMPLETE
101913,202617,W_Afhandelen leads,10912,2012-01-20 18:11:46.537000+00:00,START,2012-01-20 17:57:57.410000+00:00,COMPLETE
101914,202617,W_Afhandelen leads,10912,2012-01-20 18:11:46.537000+00:00,START,2012-01-20 18:12:28.454000+00:00,COMPLETE
101915,202617,W_Afhandelen leads,10912,2012-01-20 18:11:46.537000+00:00,START,2012-01-20 18:12:39.957000+00:00,COMPLETE
101916,202617,W_Afhandelen leads,10912,2012-01-20 18:11:46.537000+00:00,START,2012-01-20 18:35:34.938000+00:00,COMPLETE
101917,202617,W_Afhandelen leads,10912,2012-01-20 18:11:46.537000+00:00,START,2012-01-20 18:42:30.449000+00:00,COMPLETE
101918,202617,W_Afhandelen leads,10912,2012-01-20 18:12:32.297000+00:00,START,2012-01-20 17:57:57.410000+00:00,COMPLETE
101919,202617,W_Afhandelen leads,10912,2012-01-20 18:12:32.297000+00:00,START,2012-01-20 18:12:28.454000+00:00,COMPLETE
101920,202617,W_Afhandelen leads,10912,2012-01-20 18:12:32.297000+00:00,START,2012-01-20 18:12:39.957000+00:00,COMPLETE
101921,202617,W_Afhandelen leads,10912,2012-01-20 18:12:32.297000+00:00,START,2012-01-20 18:35:34.938000+00:00,COMPLETE
101922,202617,W_Afhandelen leads,10912,2012-01-20 18:12:32.297000+00:00,START,2012-01-20 18:42:30.449000+00:00,COMPLETE
101923,202617,W_Afhandelen leads,10912,2012-01-20 18:35:06.864000+00:00,START,2012-01-20 17:57:57.410000+00:00,COMPLETE
101924,202617,W_Afhandelen leads,10912,2012-01-20 18:35:06.864000+00:00,START,2012-01-20 18:12:28.454000+00:00,COMPLETE
101925,202617,W_Afhandelen leads,10912,2012-01-20 18:35:06.864000+00:00,START,2012-01-20 18:12:39.957000+00:00,COMPLETE
101926,202617,W_Afhandelen leads,10912,2012-01-20 18:35:06.864000+00:00,START,2012-01-20 18:35:34.938000+00:00,COMPLETE
101927,202617,W_Afhandelen leads,10912,2012-01-20 18:35:06.864000+00:00,START,2012-01-20 18:42:30.449000+00:00,COMPLETE
101928,202617,W_Afhandelen leads,10912,2012-01-20 18:39:05.241000+00:00,START,2012-01-20 17:57:57.410000+00:00,COMPLETE
101929,202617,W_Afhandelen leads,10912,2012-01-20 18:39:05.241000+00:00,START,2012-01-20 18:12:28.454000+00:00,COMPLETE
101930,202617,W_Afhandelen leads,10912,2012-01-20 18:39:05.241000+00:00,START,2012-01-20 18:12:39.957000+00:00,COMPLETE
101931,202617,W_Afhandelen leads,10912,2012-01-20 18:39:05.241000+00:00,START,2012-01-20 18:35:34.938000+00:00,COMPLETE
101932,202617,W_Afhandelen leads,10912,2012-01-20 18:39:05.241000+00:00,START,2012-01-20 18:42:30.449000+00:00,COMPLETE
101933,202617,W_Completeren aanvraag,10913,2012-01-20 20:25:44.396000+00:00,START,2012-01-20 20:35:33.687000+00:00,COMPLETE
101934,202617,W_Nabellen offertes,11181,2012-01-28 14:23:59.572000+00:00,START,2012-01-28 14:26:16.097000+00:00,COMPLETE
102122,202686,W_Completeren aanvraag,10912,2012-01-20 20:13:16.635000+00:00,START,2012-01-20 20:21:12.734000+00:00,COMPLETE
102123,202686,W_Completeren aanvraag,11009,2012-01-23 13:35:38.201000+00:00,START,2012-01-23 13:44:37.922000+00:00,COMPLETE
102124,202686,W_Nabellen offertes,11009,2012-01-23 14:31:36.930000+00:00,START,2012-01-23 14:31:43.458000+00:00,COMPLETE
102125,202686,W_Nabellen offertes,10789,2012-01-27 11:43:38.329000+00:00,START,2012-01-27 11:43:50.264000+00:00,COMPLETE
102126,202686,W_Valideren aanvraag,10138,2012-02-01 12:14:06.144000+00:00,START,2012-02-01 12:29:49.332000+00:00,COMPLETE
102127,202686,W_Valideren aanvraag,10138,2012-02-01 12:14:06.144000+00:00,START,2012-02-01 13:39:04.281000+00:00,COMPLETE
102128,202686,W_Valideren aanvraag,10138,2012-02-01 13:12:44.638000+00:00,START,2012-02-01 12:29:49.332000+00:00,COMPLETE
102129,202686,W_Valideren aanvraag,10138,2012-02-01 13:12:44.638000+00:00,START,2012-02-01 13:39:04.281000+00:00,COMPLETE
102255,202740,W_Afhandelen leads,10912,2012-01-21 10:27:27.640000+00:00,START,2012-01-21 10:29:21.446000+00:00,COMPLETE
102256,202740,W_Completeren aanvraag,10913,2012-01-21 12:55:10.308000+00:00,START,2012-01-21 13:00:17.490000+00:00,COMPLETE
102257,202740,W_Completeren aanvraag,10932,2012-01-21 14:09:14.512000+00:00,START,2012-01-21 14:23:00.902000+00:00,COMPLETE
102258,202740,W_Nabellen offertes,10932,2012-01-21 14:24:07.560000+00:00,START,2012-01-21 14:25:05.880000+00:00,COMPLETE
102259,202740,W_Nabellen offertes,11000,2012-01-26 12:17:54.359000+00:00,START,2012-01-26 12:21:47.369000+00:00,COMPLETE
102260,202740,W_Nabellen offertes,11201,2012-02-02 12:24:36.917000+00:00,START,2012-02-02 12:25:04.292000+00:00,COMPLETE
102261,202740,W_Nabellen offertes,11169,2012-02-02 13:18:33.721000+00:00,START,2012-02-02 13:28:21.034000+00:00,COMPLETE
102262,202740,W_Nabellen offertes,11049,2012-02-06 10:33:03.398000+00:00,START,2012-02-06 10:33:20.642000+00:00,COMPLETE
102263,202740,W_Valideren aanvraag,11289,2012-02-08 15:47:49.854000+00:00,START,2012-02-08 16:55:50.096000+00:00,COMPLETE
102264,202740,W_Valideren aanvraag,11289,2012-02-08 15:47:49.854000+00:00,START,2012-02-21 14:54:24.703000+00:00,COMPLETE
102265,202740,W_Nabellen incomplete dossiers,10881,2012-02-08 18:16:47.593000+00:00,START,2012-02-08 18:21:29.776000+00:00,COMPLETE
102266,202740,W_Nabellen incomplete dossiers,11009,2012-02-09 13:33:05.306000+00:00,START,2012-02-09 13:36:29.778000+00:00,COMPLETE
102267,202740,W_Nabellen incomplete dossiers,11009,2012-02-09 13:33:05.306000+00:00,START,2012-02-09 13:57:45.225000+00:00,COMPLETE
102268,202740,W_Nabellen incomplete dossiers,11009,2012-02-09 13:47:33.996000+00:00,START,2012-02-09 13:36:29.778000+00:00,COMPLETE
102269,202740,W_Nabellen incomplete dossiers,11009,2012-02-09 13:47:33.996000+00:00,START,2012-02-09 13:57:45.225000+00:00,COMPLETE
102270,202740,W_Nabellen incomplete dossiers,11181,2012-02-09 19:47:15.357000+00:00,START,2012-02-09 19:52:35.490000+00:00,COMPLETE
102271,202740,W_Nabellen incomplete dossiers,11181,2012-02-09 19:47:15.357000+00:00,START,2012-02-10 20:23:16.239000+00:00,COMPLETE
102272,202740,W_Nabellen incomplete dossiers,11181,2012-02-09 19:47:15.357000+00:00,START,2012-02-11 12:53:57.509000+00:00,COMPLETE
102273,202740,W_Nabellen incomplete dossiers,11181,2012-02-09 19:47:15.357000+00:00,START,2012-02-11 12:58:04.248000+00:00,COMPLETE
102274,202740,W_Nabellen incomplete dossiers,11000,2012-02-10 11:33:08.212000+00:00,START,2012-02-10 11:37:30.642000+00:00,COMPLETE
102275,202740,W_Nabellen incomplete dossiers,11000,2012-02-10 11:33:08.212000+00:00,START,2012-02-14 16:38:39.924000+00:00,COMPLETE
102276,202740,W_Nabellen incomplete dossiers,11181,2012-02-10 20:22:01.850000+00:00,START,2012-02-09 19:52:35.490000+00:00,COMPLETE
102277,202740,W_Nabellen incomplete dossiers,11181,2012-02-10 20:22:01.850000+00:00,START,2012-02-10 20:23:16.239000+00:00,COMPLETE
102278,202740,W_Nabellen incomplete dossiers,11181,2012-02-10 20:22:01.850000+00:00,START,2012-02-11 12:53:57.509000+00:00,COMPLETE
102279,202740,W_Nabellen incomplete dossiers,11181,2012-02-10 20:22:01.850000+00:00,START,2012-02-11 12:58:04.248000+00:00,COMPLETE
